首字母,等级,文件名,歌名,歌手,类型,技能,状态,先后,爆点,bar,box,开头描述,结尾描述,分数,指数
,,野蜂飞舞 4k节奏转谱 240.xml,"野蜂飞舞 4k节奏转谱","马克西姆",押爆,爆气,分开,二爆,1207,93,6,A - 一轨长条中间,A - 三轨长条左滑,4428610,138 + 0.4
,,野蜂飞舞 4k节奏转谱 240.xml,"野蜂飞舞 4k节奏转谱","马克西姆",押爆,爆气,分开,一爆,1057,87,18,A - 四轨长条中间,A - 二轨长条右滑,4428610,138 + 0.4
,,野蜂飞舞 4k节奏转谱 240.xml,"野蜂飞舞 4k节奏转谱","马克西姆",押爆,爆气,分开,二爆,1210,93,9,A - 二轨长条中间,A - 二轨长条左滑,4428610,138 + 0.4
,,野蜂飞舞 4k节奏转谱 240.xml,"野蜂飞舞 4k节奏转谱","马克西姆",押爆,爆气,分开,一爆,1057,87,18,A - 四轨长条中间,A - 二轨长条右滑,4428610,138 + 0.4
,,野蜂飞舞 4k节奏转谱 240.xml,"野蜂飞舞 4k节奏转谱","马克西姆",押爆,爆气,分开,二爆,1217,93,18,A - 四轨长条中间,A - 二轨长条右滑,4428610,138 + 0.4
,,野蜂飞舞 4k节奏转谱 240.xml,"野蜂飞舞 4k节奏转谱","马克西姆",押爆,爆气,分开,一爆,1057,87,18,A - 四轨长条中间,A - 二轨长条右滑,4428610,138 + 0.4
,,野蜂飞舞 4k节奏转谱 240.xml,"野蜂飞舞 4k节奏转谱","马克西姆",押爆,爆气,分开,二爆,1220,93,21,A - 三轨长条中间,A - 三轨长条右滑,4428610,138 + 0.4
,,野蜂飞舞 4k节奏转谱 240.xml,"野蜂飞舞 4k节奏转谱","马克西姆",押爆,爆气,分开,一爆,1057,87,18,A - 四轨长条中间,A - 二轨长条右滑,4428610,138 + 0.4
,,野蜂飞舞 4k节奏转谱 240.xml,"野蜂飞舞 4k节奏转谱","马克西姆",押爆,爆气,分开,二爆,1230,94,1,A - 一轨长条中间,A - 二轨长条左滑,4428610,138 + 0.4
,,野蜂飞舞 4k节奏转谱 240.xml,"野蜂飞舞 4k节奏转谱","马克西姆",押爆,爆气,分开,一爆,1057,87,18,A - 四轨长条中间,A - 二轨长条右滑,4428610,138 + 0.4
,,野蜂飞舞 4k节奏转谱 240.xml,"野蜂飞舞 4k节奏转谱","马克西姆",押爆,爆气,分开,二爆,1237,94,10,A - 四轨长条中间,A - 二轨长条右滑,4428610,138 + 0.4
,,野蜂飞舞 4k节奏转谱 240.xml,"野蜂飞舞 4k节奏转谱","马克西姆",押爆,爆气,分开,一爆,1057,87,18,A - 四轨长条中间,A - 二轨长条右滑,4428610,138 + 0.4
,,野蜂飞舞 4k节奏转谱 240.xml,"野蜂飞舞 4k节奏转谱","马克西姆",押爆,爆气,分开,二爆,1240,94,13,A - 三轨长条中间,A - 三轨长条右滑,4428610,138 + 0.4
,,野蜂飞舞 4k节奏转谱 240.xml,"野蜂飞舞 4k节奏转谱","马克西姆",押爆,爆气,分开,一爆,1060,87,21,A - 三轨长条中间,A - 三轨长条右滑,4428610,138 + 0.4
,,野蜂飞舞 4k节奏转谱 240.xml,"野蜂飞舞 4k节奏转谱","马克西姆",押爆,爆气,分开,二爆,1197,92,26,A - 四轨长条中间,A - 二轨长条右滑,4428610,138 + 0.4
,,桃源郷的外星人 5k节奏转谱 255.xml,"桃源郷的外星人 5k节奏转谱","serial TV drama",非押爆,爆气,分开,一爆,241,21,12,A - 一轨单点、三轨单点,A - 二轨长条结尾、四轨长条开始,4026607,118 + 0.2
,,桃源郷的外星人 5k节奏转谱 255.xml,"桃源郷的外星人 5k节奏转谱","serial TV drama",非押爆,爆气,分开,二爆,378,27,0,A - 二轨单点、四轨长条开始,A - 二轨长条中间、四轨长条右滑,4026607,118 + 0.2
,,桃源郷的外星人 5k节奏转谱 255.xml,"桃源郷的外星人 5k节奏转谱","serial TV drama",押爆,爆气,分开,一爆,241,21,12,A - 一轨单点、三轨单点,A - 四轨长条右滑,4043579,121 + 0.4
,,桃源郷的外星人 5k节奏转谱 255.xml,"桃源郷的外星人 5k节奏转谱","serial TV drama",押爆,爆气,分开,二爆,378,27,0,A - 二轨单点、四轨长条开始,A - 二轨长条左滑,4043579,121 + 0.4
,,神圣之光 5k节奏转谱 232.5.xml,"神圣之光 5k节奏转谱","7 Sequence",非押爆,爆气,分开,一爆,403,29,6,A - 二轨长条结尾、四轨长条结尾,A - 二轨单点、五轨单点,5619878,155 + 0.0
,,神圣之光 5k节奏转谱 232.5.xml,"神圣之光 5k节奏转谱","7 Sequence",非押爆,爆气,分开,二爆,511,34,11,A - 二轨长条开始、五轨长条开始,A - 三轨长条左滑、五轨长条左滑,5619878,155 + 0.0
,,神圣之光 5k节奏转谱 232.5.xml,"神圣之光 5k节奏转谱","7 Sequence",非押爆,爆气,分开,一爆,405,29,7,A - 一轨单点、三轨单点,A - 二轨单点、五轨单点,5619878,155 + 0.0
,,神圣之光 5k节奏转谱 232.5.xml,"神圣之光 5k节奏转谱","7 Sequence",非押爆,爆气,分开,二爆,511,34,11,A - 二轨长条开始、五轨长条开始,A - 三轨长条左滑、五轨长条左滑,5619878,155 + 0.0
,,神圣之光 5k节奏转谱 232.5.xml,"神圣之光 5k节奏转谱","7 Sequence",押爆,爆气,分开,一爆,395,28,31,A - 一轨长条中间,A - 一轨单点、四轨单点,5631546,157 + 0.2
,,神圣之光 5k节奏转谱 232.5.xml,"神圣之光 5k节奏转谱","7 Sequence",押爆,爆气,分开,二爆,513,34,13,A - 二轨长条中间、五轨长条中间,A - 三轨单点、五轨单点,5631546,157 + 0.2
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,爆气,分开,一爆,139,15,25,A - 二轨单点,A - 三轨长条右滑,4308698,119 + 0.2
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,爆气,分开,二爆,684,54,25,A - 二轨单点,A - 三轨长条右滑,4308698,119 + 0.2
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,爆气,分开,一爆,139,15,25,A - 二轨单点,A - 三轨长条右滑,4308698,119 + 0.2
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,爆气,分开,二爆,685,54,28,A - 三轨单点,A - 一轨单点,4308698,119 + 0.2
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,爆气,分开,一爆,139,15,25,A - 二轨单点,A - 三轨长条右滑,4308698,119 + 0.2
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,爆气,分开,二爆,686,54,31,A - 一轨单点,A - 三轨单点,4308698,119 + 0.2
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,爆气,分开,一爆,139,15,25,A - 二轨单点,A - 三轨长条右滑,4308698,119 + 0.2
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,爆气,分开,二爆,687,55,2,A - 四轨单点,A - 二轨单点,4308698,119 + 0.2
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,爆气,分开,一爆,139,15,25,A - 二轨单点,A - 三轨长条右滑,4308698,119 + 0.2
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,爆气,分开,二爆,688,55,5,A - 二轨单点,A - 四轨单点,4308698,119 + 0.2
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,爆气,分开,一爆,139,15,25,A - 二轨单点,A - 三轨长条右滑,4308698,119 + 0.2
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,爆气,分开,二爆,689,55,8,A - 五轨单点,A - 三轨单点,4308698,119 + 0.2
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,爆气,分开,一爆,139,15,25,A - 二轨单点,A - 三轨长条右滑,4308698,119 + 0.2
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,爆气,分开,二爆,690,55,11,A - 三轨单点,A - 五轨单点,4308698,119 + 0.2
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,爆气,分开,一爆,139,15,25,A - 二轨单点,A - 三轨长条右滑,4308698,119 + 0.2
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,爆气,分开,二爆,691,55,14,A - 四轨单点,A - 二轨单点,4308698,119 + 0.2
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,爆气,分开,一爆,139,15,25,A - 二轨单点,A - 三轨长条右滑,4308698,119 + 0.2
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,爆气,分开,二爆,692,55,17,A - 二轨单点,A - 四轨单点,4308698,119 + 0.2
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,爆气,分开,一爆,139,15,25,A - 二轨单点,A - 三轨长条右滑,4308698,119 + 0.2
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,爆气,分开,二爆,1230,93,28,A - 三轨单点,A - 一轨单点,4308698,119 + 0.2
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",押爆,爆气,分开,一爆,138,15,21,A - 四轨单点,A - 三轨长条右滑,4320897,122 - 0.5
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",押爆,爆气,分开,二爆,1239,94,22,A - 五轨长条中间,A - 四轨单点,4320897,122 - 0.5
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",押爆,爆气,分开,一爆,138,15,21,A - 四轨单点,A - 三轨长条右滑,4320897,122 - 0.5
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",押爆,爆气,分开,二爆,1261,96,6,A - 一轨长条中间,A - 二轨单点,4320897,122 - 0.5
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",押爆,爆气,分开,一爆,138,15,22,A - 四轨单点,A - 三轨长条右滑,4320897,122 - 0.5
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",押爆,爆气,分开,二爆,1239,94,22,A - 五轨长条中间,A - 四轨单点,4320897,122 - 0.5
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",押爆,爆气,分开,一爆,138,15,22,A - 四轨单点,A - 三轨长条右滑,4320897,122 - 0.5
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",押爆,爆气,分开,二爆,1261,96,6,A - 一轨长条中间,A - 二轨单点,4320897,122 - 0.5
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",押爆,爆气,分开,一爆,139,15,24,A - 二轨单点,A - 一轨单点,4320897,122 - 0.5
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",押爆,爆气,分开,二爆,1239,94,22,A - 五轨长条中间,A - 四轨单点,4320897,122 - 0.5
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",押爆,爆气,分开,一爆,139,15,24,A - 二轨单点,A - 一轨单点,4320897,122 - 0.5
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",押爆,爆气,分开,二爆,1261,96,6,A - 一轨长条中间,A - 二轨单点,4320897,122 - 0.5
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",押爆,爆气,分开,一爆,139,15,25,A - 二轨单点,A - 一轨单点,4320897,122 - 0.5
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",押爆,爆气,分开,二爆,1239,94,22,A - 五轨长条中间,A - 四轨单点,4320897,122 - 0.5
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",押爆,爆气,分开,一爆,139,15,25,A - 二轨单点,A - 一轨单点,4320897,122 - 0.5
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",押爆,爆气,分开,二爆,1261,96,6,A - 一轨长条中间,A - 二轨单点,4320897,122 - 0.5
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",押爆,爆气,分开,一爆,140,15,27,A - 三轨单点,A - 三轨单点,4320897,122 - 0.5
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",押爆,爆气,分开,二爆,1239,94,22,A - 五轨长条中间,A - 四轨单点,4320897,122 - 0.5
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",押爆,爆气,分开,一爆,140,15,27,A - 三轨单点,A - 三轨单点,4320897,122 - 0.5
,,野蜂飞舞 5k节奏转谱 240.xml,"野蜂飞舞 5k节奏转谱","马克西姆",押爆,爆气,分开,二爆,1261,96,6,A - 一轨长条中间,A - 二轨单点,4320897,122 - 0.5
,,Take My Hand 5k节奏转谱 309.6.xml,"Take My Hand 5k节奏转谱","Simple Plan",非押爆,极限,分开,一爆,1649,127,28,A - 二轨单点,A - 一轨长条右滑、四轨长条结尾,4643644,105 + 0.3
,,Take My Hand 5k节奏转谱 309.6.xml,"Take My Hand 5k节奏转谱","Simple Plan",非押爆,极限,分开,二爆,1809,137,0,A - 二一轨滑条、四轨单点,A - 五轨长条中间,4643644,105 + 0.3
,,Take My Hand 5k节奏转谱 309.6.xml,"Take My Hand 5k节奏转谱","Simple Plan",非押爆,极限,分开,一爆,1650,128,4,A - 四轨单点,A - 四轨单点,4643644,105 + 0.3
,,Take My Hand 5k节奏转谱 309.6.xml,"Take My Hand 5k节奏转谱","Simple Plan",非押爆,极限,分开,二爆,1809,137,0,A - 二一轨滑条、四轨单点,A - 五轨长条中间,4643644,105 + 0.3
,,Take My Hand 5k节奏转谱 309.6.xml,"Take My Hand 5k节奏转谱","Simple Plan",押爆,极限,分开,一爆,1647,127,24,A - 一轨单点、五轨单点,A - 一轨长条右滑、四轨长条结尾,4649875,109 - 0.1
,,Take My Hand 5k节奏转谱 309.6.xml,"Take My Hand 5k节奏转谱","Simple Plan",押爆,极限,分开,二爆,1809,137,0,A - 二一轨滑条、四轨单点,A - 二轨单点、五轨长条中间,4649875,109 - 0.1
,,致命之剑 4k节奏转谱 190.5.xml,"致命之剑 4k节奏转谱","Lin-G",非押爆,极限,分开,一爆,325,26,3,A - 一轨长条中间、三轨长条中间,A - 二一轨滑键、四轨单点,4238390,108 + 0.0
,,致命之剑 4k节奏转谱 190.5.xml,"致命之剑 4k节奏转谱","Lin-G",非押爆,极限,分开,二爆,1216,90,4,A - 一轨单点,A - 一轨单点,4238390,108 + 0.0
,,致命之剑 4k节奏转谱 190.5.xml,"致命之剑 4k节奏转谱","Lin-G",非押爆,极限,分开,一爆,325,26,3,A - 一轨长条中间、三轨长条中间,A - 二一轨滑键、四轨单点,4238390,108 + 0.0
,,致命之剑 4k节奏转谱 190.5.xml,"致命之剑 4k节奏转谱","Lin-G",非押爆,极限,分开,二爆,1217,90,7,A - 三轨单点,A - 四轨单点,4238390,108 + 0.0
,,致命之剑 4k节奏转谱 190.5.xml,"致命之剑 4k节奏转谱","Lin-G",非押爆,极限,分开,一爆,325,26,3,A - 一轨长条中间、三轨长条中间,A - 二一轨滑键、四轨单点,4238390,108 + 0.0
,,致命之剑 4k节奏转谱 190.5.xml,"致命之剑 4k节奏转谱","Lin-G",非押爆,极限,分开,二爆,1218,90,10,A - 一轨单点,A - 二轨单点,4238390,108 + 0.0
,,致命之剑 4k节奏转谱 190.5.xml,"致命之剑 4k节奏转谱","Lin-G",非押爆,极限,分开,一爆,325,26,3,A - 一轨长条中间、三轨长条中间,A - 二一轨滑键、四轨单点,4238390,108 + 0.0
,,致命之剑 4k节奏转谱 190.5.xml,"致命之剑 4k节奏转谱","Lin-G",非押爆,极限,分开,二爆,1219,90,13,A - 三轨单点,A - 三轨单点,4238390,108 + 0.0
,,致命之剑 4k节奏转谱 190.5.xml,"致命之剑 4k节奏转谱","Lin-G",非押爆,极限,分开,一爆,325,26,3,A - 一轨长条中间、三轨长条中间,A - 二一轨滑键、四轨单点,4238390,108 + 0.0
,,致命之剑 4k节奏转谱 190.5.xml,"致命之剑 4k节奏转谱","Lin-G",非押爆,极限,分开,二爆,1220,90,16,A - 二轨单点,A - 一二轨滑键,4238390,108 + 0.0
,,致命之剑 4k节奏转谱 190.5.xml,"致命之剑 4k节奏转谱","Lin-G",非押爆,极限,分开,一爆,325,26,3,A - 一轨长条中间、三轨长条中间,A - 二一轨滑键、四轨单点,4238390,108 + 0.0
,,致命之剑 4k节奏转谱 190.5.xml,"致命之剑 4k节奏转谱","Lin-G",非押爆,极限,分开,二爆,1221,90,19,A - 三轨单点,A - 三轨单点,4238390,108 + 0.0
,,致命之剑 4k节奏转谱 190.5.xml,"致命之剑 4k节奏转谱","Lin-G",非押爆,极限,分开,一爆,325,26,3,A - 一轨长条中间、三轨长条中间,A - 二一轨滑键、四轨单点,4238390,108 + 0.0
,,致命之剑 4k节奏转谱 190.5.xml,"致命之剑 4k节奏转谱","Lin-G",非押爆,极限,分开,二爆,1222,90,22,A - 二轨单点,A - 三轨单点,4238390,108 + 0.0
,,致命之剑 4k节奏转谱 190.5.xml,"致命之剑 4k节奏转谱","Lin-G",非押爆,极限,分开,一爆,325,26,3,A - 一轨长条中间、三轨长条中间,A - 二一轨滑键、四轨单点,4238390,108 + 0.0
,,致命之剑 4k节奏转谱 190.5.xml,"致命之剑 4k节奏转谱","Lin-G",非押爆,极限,分开,二爆,1223,90,25,A - 三轨单点,A - 二一轨滑键,4238390,108 + 0.0
,,致命之剑 4k节奏转谱 190.5.xml,"致命之剑 4k节奏转谱","Lin-G",非押爆,极限,分开,一爆,325,26,3,A - 一轨长条中间、三轨长条中间,A - 二一轨滑键、四轨单点,4238390,108 + 0.0
,,致命之剑 4k节奏转谱 190.5.xml,"致命之剑 4k节奏转谱","Lin-G",非押爆,极限,分开,二爆,1224,90,28,A - 二轨单点,A - 四轨单点,4238390,108 + 0.0
,,致命之剑 4k节奏转谱 190.5.xml,"致命之剑 4k节奏转谱","Lin-G",非押爆,极限,分开,一爆,325,26,3,A - 一轨长条中间、三轨长条中间,A - 二一轨滑键、四轨单点,4238390,108 + 0.0
,,致命之剑 4k节奏转谱 190.5.xml,"致命之剑 4k节奏转谱","Lin-G",非押爆,极限,分开,二爆,1225,90,31,A - 四轨单点,A - 四轨单点,4238390,108 + 0.0
,,致命之剑 4k节奏转谱 190.5.xml,"致命之剑 4k节奏转谱","Lin-G",押爆,极限,分开,一爆,353,26,29,A - 二轨长条左滑、四轨长条左滑,A - 三轨单点,4242203,110 + 0.2
,,致命之剑 4k节奏转谱 190.5.xml,"致命之剑 4k节奏转谱","Lin-G",押爆,极限,分开,二爆,1216,90,3,A - 一轨单点,A - 四轨单点,4242203,110 + 0.2
,,致命之剑 4k节奏转谱 190.5.xml,"致命之剑 4k节奏转谱","Lin-G",押爆,极限,分开,一爆,353,26,29,A - 二轨长条左滑、四轨长条左滑,A - 三轨单点,4242203,110 + 0.2
,,致命之剑 4k节奏转谱 190.5.xml,"致命之剑 4k节奏转谱","Lin-G",押爆,极限,分开,二爆,1217,90,6,A - 三轨单点,A - 二轨单点,4242203,110 + 0.2
,,致命之剑 4k节奏转谱 190.5.xml,"致命之剑 4k节奏转谱","Lin-G",押爆,极限,分开,一爆,353,26,29,A - 二轨长条左滑、四轨长条左滑,A - 三轨单点,4242203,110 + 0.2
,,致命之剑 4k节奏转谱 190.5.xml,"致命之剑 4k节奏转谱","Lin-G",押爆,极限,分开,二爆,1218,90,9,A - 一轨单点,A - 三轨单点,4242203,110 + 0.2
,,致命之剑 4k节奏转谱 190.5.xml,"致命之剑 4k节奏转谱","Lin-G",押爆,极限,分开,一爆,353,26,29,A - 二轨长条左滑、四轨长条左滑,A - 三轨单点,4242203,110 + 0.2
,,致命之剑 4k节奏转谱 190.5.xml,"致命之剑 4k节奏转谱","Lin-G",押爆,极限,分开,二爆,1219,90,12,A - 三轨单点,A - 一二轨滑键,4242203,110 + 0.2
,,致命之剑 4k节奏转谱 190.5.xml,"致命之剑 4k节奏转谱","Lin-G",押爆,极限,分开,一爆,353,26,29,A - 二轨长条左滑、四轨长条左滑,A - 三轨单点,4242203,110 + 0.2
,,致命之剑 4k节奏转谱 190.5.xml,"致命之剑 4k节奏转谱","Lin-G",押爆,极限,分开,二爆,1220,90,15,A - 二轨单点,A - 三轨单点,4242203,110 + 0.2
,,致命之剑 4k节奏转谱 190.5.xml,"致命之剑 4k节奏转谱","Lin-G",押爆,极限,分开,一爆,353,26,29,A - 二轨长条左滑、四轨长条左滑,A - 三轨单点,4242203,110 + 0.2
